
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2004-3-14,30,27,24,23,21,19,78,70,58,1017,1013,1011,10,10,10,26,13,,0.00,6,,106<br />
2004-3-15,28,26,24,24,23,22,94,87,70,1011,1009,1008,10,8,4,19,8,,0.00,7,Rain,14<br />
2004-3-16,30,27,23,23,21,19,94,76,55,1010,1008,1007,10,10,8,24,10,,0.00,2,,293<br />
2004-3-17,29,27,24,22,20,18,89,69,51,1011,1009,1007,10,10,10,26,11,,0.00,2,,226<br />
2004-3-18,28,26,24,22,21,20,83,74,62,1012,1010,1009,10,10,10,23,8,,0.00,3,,147<br />
2004-3-19,27,24,23,24,22,21,89,81,70,1012,1010,1008,10,10,10,23,8,,0.00,6,,151<br />
2004-3-20,28,26,24,23,22,19,89,82,73,1010,1008,1006,10,9,4,40,11,,0.00,5,Rain-Thunderstorm,265<br />
2004-3-21,28,24,22,20,19,17,88,71,54,1014,1011,1008,10,10,5,23,8,,0.00,4,Rain,260<br />
2004-3-22,27,24,22,20,18,16,88,70,51,1016,1014,1013,10,9,5,27,11,,0.00,4,,273<br />
2004-3-23,26,23,22,20,19,17,83,73,65,1017,1016,1014,10,9,4,34,14,,0.00,3,Rain,248<br />
2004-3-24,27,23,20,20,19,18,94,77,61,1016,1015,1014,10,9,6,26,10,,0.00,3,,250<br />
2004-3-25,27,24,22,19,18,17,83,70,61,1015,1014,1013,10,10,10,29,11,,0.00,4,,230<br />
2004-3-26,27,24,22,21,19,18,83,72,58,1015,1013,1011,10,10,10,23,11,,0.00,3,,122<br />
2004-3-27,27,24,23,22,21,19,89,77,65,1014,1013,1011,10,10,8,24,11,,0.00,6,Rain,25<br />
2004-3-28,29,26,22,24,21,20,94,81,62,1014,1012,1011,10,10,10,23,11,,0.00,4,,124<br />
2004-3-29,29,26,22,22,21,19,94,78,62,1017,1014,1012,10,9,4,26,11,,0.00,4,Rain-Thunderstorm,96<br />
2004-3-30,28,24,21,23,21,19,89,78,66,1017,1015,1014,10,9,4,21,11,,0.00,4,Rain-Thunderstorm,38<br />
2004-3-31,29,26,23,23,22,20,94,80,62,1016,1015,1013,10,8,5,24,11,,0.00,3,,60<br />
2004-4-1,28,26,23,22,22,21,88,79,66,1016,1014,1013,10,8,4,23,11,,0.00,3,,147<br />
2004-4-2,29,26,23,25,22,21,89,78,66,1015,1013,1012,10,9,4,23,8,,0.00,2,,107<br />
2004-4-3,30,27,24,24,23,22,100,78,66,1014,1013,1010,10,8,5,23,10,,0.00,3,,95<br />
2004-4-4,29,27,25,24,23,22,89,78,66,1015,1014,1012,10,9,6,14,8,,0.00,6,Rain,79<br />
2004-4-5,30,28,25,25,24,23,94,85,66,1015,1013,1011,10,9,6,19,6,,0.00,5,Rain,160<br />
2004-4-6,28,26,24,24,22,21,94,81,70,1013,1011,1009,10,9,5,24,11,40,0.00,4,,77<br />
2004-4-7,31,27,24,23,22,20,89,76,55,1011,1009,1008,10,9,5,19,13,,0.00,5,,83<br />
2004-4-8,30,27,24,24,23,22,94,80,66,1014,1012,1010,10,10,9,21,11,,0.00,2,,38<br />
2004-4-9,30,27,23,25,23,21,94,82,66,1015,1014,1012,10,7,1,23,11,,0.00,5,Rain-Thunderstorm,99<br />
2004-4-10,28,24,22,23,22,21,94,84,70,1014,1012,1010,10,9,6,19,8,,0.00,5,Rain,336<br />
2004-4-11,29,26,23,22,22,21,94,81,66,1012,1010,1008,10,8,5,16,8,,0.00,4,,121<br />
2004-4-12,29,27,24,23,22,22,94,82,66,1014,1012,1009,10,9,7,19,8,,0.00,6,Rain,91<br />
2004-4-13,29,27,24,24,23,22,94,82,66,1017,1015,1013,10,7,4,16,10,,0.00,5,Rain,77<br />
2004-4-14,29,27,24,25,23,22,89,81,74,1016,1014,1013,10,9,4,14,6,,0.00,5,Rain,95<br />
2004-4-15,31,28,25,24,24,23,89,80,66,1015,1013,1011,10,10,10,19,8,,0.00,6,,71<br />
2004-4-16,32,29,26,24,23,23,84,76,59,1015,1013,1012,10,10,10,21,11,,0.00,4,,58<br />
2004-4-17,33,29,25,24,23,22,89,73,52,1015,1014,1012,10,10,10,16,10,,0.00,2,,345<br />
2004-4-18,31,28,25,25,23,23,89,80,62,1015,1014,1012,10,10,10,23,10,,0.00,2,Thunderstorm,333<br />
2004-4-19,34,29,25,24,23,22,89,72,52,1015,1011,1007,10,6,2,14,10,,0.00,3,,313<br />
2004-4-20,29,27,24,23,23,22,94,82,70,1015,1013,1011,10,9,4,34,16,,0.00,6,Rain,243<br />
2004-4-21,27,26,24,24,23,22,94,88,79,1018,1016,1014,10,7,3,23,6,,0.00,6,Rain,99<br />
2004-4-22,29,26,23,24,22,22,94,81,66,1018,1016,1014,10,8,3,23,8,,0.00,3,,100<br />
2004-4-23,33,28,23,22,21,20,94,70,52,1013,1011,1009,10,10,10,23,10,,0.00,5,,4<br />
2004-4-24,30,28,25,23,21,20,83,71,62,1011,1009,1008,10,9,6,29,10,,0.00,6,,238<br />
2004-4-25,26,23,20,22,21,19,100,90,78,1018,1014,1010,10,6,4,34,14,,0.00,8,Rain,186<br />
2004-4-26,24,21,19,20,18,17,94,82,65,1019,1018,1016,10,8,4,19,8,,0.00,7,Rain,40<br />
2004-4-27,26,23,20,19,18,16,88,77,61,1020,1019,1017,10,10,7,19,6,,0.00,5,,47<br />
2004-4-28,26,23,20,19,18,17,94,74,57,1023,1021,1020,10,9,3,19,6,,0.00,1,,80<br />
2004-4-29,26,23,20,19,18,17,88,73,61,1023,1020,1018,10,10,8,19,6,,0.00,3,,78<br />
2004-4-30,26,23,20,20,18,17,88,74,61,1019,1016,1013,10,9,7,14,6,,0.00,1,,69<br />
2004-5-1,30,26,21,21,19,17,94,77,45,1015,1013,1011,10,8,6,19,8,,0.00,3,,40<br />
2004-5-2,29,24,21,22,20,17,94,79,48,1017,1015,1014,9,6,4,19,6,,0.00,3,,162<br />
2004-5-3,27,24,22,23,21,21,100,85,70,1018,1016,1015,10,5,3,14,6,,0.00,1,,47<br />
2004-5-4,27,24,22,23,22,20,94,84,69,1017,1016,1014,10,7,1,21,8,,0.00,2,,80<br />
2004-5-5,27,24,23,22,22,21,94,81,70,1017,1016,1014,10,7,3,16,8,,0.00,4,,138<br />
2004-5-6,27,24,23,23,22,21,100,87,70,1017,1016,1014,9,7,5,16,8,,0.00,7,,173<br />
2004-5-7,27,24,23,23,22,22,94,89,74,1015,1014,1011,8,6,3,14,6,,0.00,6,Rain,172<br />
2004-5-8,27,24,23,23,21,18,94,84,69,1015,1013,1012,10,7,4,29,8,,0.00,6,,200<br />
2004-5-9,27,24,23,18,17,14,73,62,47,1017,1015,1014,10,10,7,26,11,,0.00,4,,266<br />
2004-5-10,25,23,21,19,18,15,88,72,61,1018,1016,1015,10,10,8,21,10,,0.00,4,,277<br />
2004-5-11,25,22,20,18,17,15,83,70,61,1018,1017,1015,10,10,8,23,8,,0.00,4,,272<br />
2004-5-12,25,22,20,19,18,17,88,75,61,1017,1015,1014,10,10,9,19,6,,0.00,4,,66<br />
2004-5-13,26,23,20,21,19,18,94,82,65,1014,1012,1010,10,7,4,19,8,,0.00,2,,44<br />
2004-5-14,28,24,21,21,20,19,88,77,62,1012,1011,1009,9,6,4,13,8,,0.00,5,,53<br />
2004-5-15,25,22,20,21,21,19,94,87,78,1015,1012,1010,8,4,4,19,6,,0.00,7,Rain-Thunderstorm,38<br />
2004-5-16,22,21,19,19,16,13,94,76,60,1019,1016,1013,10,7,4,19,6,,0.00,6,Rain,279<br />
2004-5-17,24,20,17,18,16,14,88,74,57,1019,1017,1016,10,10,9,14,5,,0.00,5,,37<br />
2004-5-18,24,21,19,20,18,17,94,83,69,1020,1017,1015,10,7,5,14,8,,0.00,6,,336<br />
2004-5-19,24,21,19,20,19,17,94,83,73,1023,1021,1019,10,8,5,19,8,,0.00,6,Rain,140<br />
2004-5-20,22,20,19,21,19,17,100,92,83,1024,1022,1020,10,6,3,26,8,,0.00,7,Rain,186<br />
2004-5-21,21,19,18,18,17,17,100,86,78,1024,1022,1021,10,8,4,13,8,,0.00,7,Rain,61<br />
2004-5-22,25,22,20,19,18,16,88,76,61,1023,1021,1019,10,10,10,14,8,,0.00,5,,92<br />
2004-5-23,26,23,20,19,18,17,83,75,61,1022,1020,1018,10,10,10,19,6,,0.00,3,,49<br />
2004-5-24,28,24,20,20,18,17,88,75,51,1020,1017,1015,10,10,10,13,5,,0.00,5,,20<br />
2004-5-25,26,23,22,21,21,20,94,81,69,1017,1014,1010,10,9,5,13,5,,0.00,6,Rain,49<br />
2004-5-26,26,23,20,22,19,15,83,75,61,1014,1011,1007,10,9,5,27,11,,0.00,6,Rain,280<br />
2004-5-27,23,21,19,15,13,12,78,64,50,1021,1017,1015,10,10,10,19,10,,0.00,4,,270<br />
2004-5-28,23,20,18,15,14,13,77,66,53,1024,1022,1021,10,10,9,13,8,,0.00,4,,286<br />
2004-5-29,22,20,19,19,16,14,88,76,68,1023,1022,1020,10,10,8,13,6,,0.00,6,Rain,66<br />
2004-5-30,25,22,19,19,18,17,94,81,61,1022,1019,1016,10,8,4,16,6,,0.00,2,Rain,33<br />
2004-5-31,22,21,20,20,19,18,100,87,78,1020,1018,1017,10,7,4,11,6,,0.00,6,,316<br />
2004-6-1,24,22,20,20,19,18,94,86,73,1020,1019,1017,10,7,4,23,8,,0.00,6,Rain,278<br />
2004-6-2,24,21,19,19,19,18,94,82,73,1021,1019,1018,10,9,5,93,8,,0.00,5,,193<br />
2004-6-3,23,21,19,21,19,16,94,87,78,1018,1017,1015,10,8,5,34,10,,0.00,7,Rain,216<br />
2004-6-4,22,20,18,17,16,15,94,83,69,1018,1016,1015,10,9,4,16,10,,0.00,6,Rain-Thunderstorm,310<br />
2004-6-5,22,19,17,17,16,15,94,83,69,1020,1017,1014,10,9,3,21,10,,0.00,4,Rain,306<br />
2004-6-6,24,20,17,16,14,12,88,71,53,1022,1020,1019,10,10,10,26,11,,0.00,3,,262<br />
2004-6-7,23,19,16,17,16,14,94,77,61,1023,1022,1021,10,10,6,23,11,,0.00,3,,193<br />
2004-6-8,24,21,19,18,17,16,88,78,65,1024,1021,1019,10,10,10,14,10,,0.00,5,,49<br />
2004-6-9,26,22,19,19,17,15,88,74,54,1020,1018,1016,9,9,9,19,11,,0.00,,,344<br />
2004-6-10,28,24,20,21,19,18,88,75,58,1020,1018,1016,7,6,5,16,13,,0.00,,,21<br />
2004-6-11,31,26,21,20,17,15,88,63,38,1019,1017,1016,,,,19,10,,0.00,,,18<br />
2004-6-12,30,24,18,19,17,15,94,67,45,1023,1019,1016,10,8,4,48,19,,0.00,6,Rain,293<br />
2004-6-13,20,18,17,16,13,11,94,70,56,1027,1025,1023,10,8,4,26,16,,0.00,7,Rain,270<br />
2004-6-14,22,20,18,15,14,13,77,70,57,1027,1025,1023,10,10,10,19,13,,0.00,5,,47<br />
2004-6-15,23,20,17,19,16,14,83,75,61,1025,1023,1020,10,10,10,16,11,,0.00,5,,92<br />
2004-6-16,25,22,19,19,18,16,88,81,57,1023,1021,1019,10,7,5,21,13,,0.00,1,,33<br />
2004-6-17,26,22,19,20,18,17,94,82,65,1022,1020,1017,10,5,1,16,11,,0.00,3,,18<br />
2004-6-18,26,23,20,20,17,11,94,71,44,1023,1020,1018,10,8,5,19,8,,0.00,1,,38<br />
2004-6-19,24,21,19,19,18,16,88,80,69,1027,1025,1024,10,8,6,13,6,,0.00,1,,93<br />
2004-6-20,23,21,19,20,19,18,100,88,78,1026,1024,1021,10,5,0,14,6,,0.00,3,Fog,80<br />
2004-6-21,28,23,19,20,18,16,94,76,48,1023,1022,1020,10,9,8,10,6,,0.00,0,,3<br />
2004-6-22,28,19,11,19,17,10,94,72,45,1027,1020,1019,2,2,2,13,8,,0.00,8,,7<br />
2004-6-23,25,22,19,20,18,16,94,80,61,1022,1020,1019,10,8,5,13,8,,0.00,2,,63<br />
2004-6-24,24,21,19,20,19,18,100,85,73,1020,1018,1016,8,5,2,10,6,,0.00,4,,30<br />
2004-6-25,27,23,20,20,19,19,94,79,61,1018,1017,1015,7,6,5,14,6,,0.00,0,,91<br />
2004-6-26,29,24,20,21,18,17,94,74,48,1020,1018,1017,,,,19,6,,0.00,,,359<br />
2004-6-27,29,24,21,20,19,17,88,72,51,1019,1017,1016,10,10,10,11,8,,0.00,2,,10<br />
2004-6-28,27,23,21,22,19,17,94,78,61,1019,1017,1016,10,10,10,14,10,,0.00,5,,63<br />
2004-6-29,26,23,21,21,20,18,94,83,69,1022,1020,1019,10,7,5,16,8,,0.00,3,,113<br />
2004-6-30,26,23,21,20,19,19,94,79,65,1022,1020,1018,8,8,8,13,10,,0.00,3,,50<br />
2004-7-1,29,24,21,20,19,17,88,72,48,1019,1017,1015,10,10,10,14,8,,0.00,2,,333<br />
2004-7-2,29,26,22,20,19,18,88,73,51,1017,1016,1015,10,10,10,19,10,,0.00,3,,45<br />
2004-7-3,30,26,21,21,19,18,88,74,48,1017,1016,1014,,,,14,8,,0.00,,,24<br />
2004-7-4,27,23,21,21,19,18,94,77,65,1019,1016,1015,8,7,6,19,10,,0.00,0,,359<br />
2004-7-5,26,23,21,20,19,19,94,78,65,1020,1018,1016,9,6,5,23,10,,0.00,4,,264<br />
2004-7-6,23,22,20,20,18,17,94,81,69,1020,1018,1017,10,8,4,19,13,,0.00,7,Rain,133<br />
2004-7-7,27,23,19,20,18,17,88,76,58,1016,1013,1010,9,9,9,16,10,,0.00,0,,24<br />
2004-7-8,30,26,22,20,18,16,78,63,43,1011,1010,1008,,,,19,11,,0.00,,,349<br />
2004-7-9,26,23,21,21,19,17,100,86,57,1014,1012,1009,10,7,4,23,13,,0.00,7,Rain,138<br />
2004-7-10,26,23,20,21,20,19,94,87,69,1013,1011,1009,10,7,3,35,11,55,0.00,6,Rain-Thunderstorm,356<br />
2004-7-11,21,19,17,19,17,15,94,88,83,1023,1018,1012,10,6,3,26,11,,0.00,6,Rain,246<br />
2004-7-12,22,19,16,16,16,15,94,80,69,1024,1022,1020,10,8,5,19,8,,0.00,7,,97<br />
2004-7-13,25,21,17,19,16,15,88,74,61,1022,1019,1017,,,,13,6,,0.00,,,85<br />
2004-7-14,29,24,20,20,18,16,88,72,45,1019,1017,1015,,,,14,10,,0.00,,,9<br />
2004-7-15,29,24,21,20,18,17,88,67,48,1018,1016,1015,,,,14,8,,0.00,,,27<br />
2004-7-16,25,23,22,20,18,17,83,73,65,1020,1018,1017,10,9,5,26,10,,0.00,2,,200<br />
2004-7-17,23,20,18,20,18,17,94,87,73,1024,1021,1019,10,5,1,37,14,,0.00,8,Rain,197<br />
2004-7-18,20,18,17,17,16,14,94,88,73,1026,1025,1023,10,6,3,19,11,,0.00,8,Rain,125<br />
2004-7-19,19,18,17,16,16,15,94,88,78,1026,1024,1022,10,8,4,26,10,,0.00,8,Rain,83<br />
2004-7-20,17,16,15,16,15,14,100,93,88,1026,1024,1022,10,5,3,19,10,,0.00,8,Rain,81<br />
2004-7-21,21,18,16,16,14,13,100,81,64,1026,1025,1024,10,7,2,14,8,,0.00,6,Rain,101<br />
2004-7-22,21,18,15,15,14,14,100,82,64,1027,1025,1024,10,8,1,19,8,,0.00,5,Rain,344<br />
2004-7-23,22,19,16,16,14,12,94,79,53,1028,1026,1025,10,9,4,16,8,,0.00,3,Rain,75<br />
2004-7-24,20,18,16,16,15,14,94,85,68,1029,1027,1026,10,8,3,11,6,,0.00,4,,92<br />
2004-7-25,22,19,16,16,14,13,94,79,57,1028,1026,1025,10,8,3,14,6,,0.00,3,,46<br />
2004-7-26,24,20,16,16,14,11,88,73,44,1028,1027,1025,10,9,8,19,10,,0.00,3,,85<br />
2004-7-27,24,20,17,17,15,13,94,72,53,1028,1026,1023,10,10,3,26,11,,0.00,4,,89<br />
2004-7-28,23,20,17,16,14,12,82,67,50,1028,1026,1024,10,10,10,23,8,,0.00,3,,88<br />
2004-7-29,24,20,17,17,15,13,88,73,57,1026,1024,1022,10,10,10,14,10,,0.00,3,,85<br />
2004-7-30,23,20,18,18,16,15,88,78,61,1024,1022,1020,10,10,8,21,8,,0.00,4,,81<br />
2004-7-31,26,22,18,16,15,12,88,69,42,1021,1018,1016,10,10,10,13,8,,0.00,3,,14<br />
2004-8-1,25,22,19,18,17,15,83,75,57,1019,1017,1015,10,9,9,29,13,,0.00,2,,196<br />
2004-8-2,24,22,20,19,18,17,88,81,65,1021,1019,1018,10,8,5,14,10,,0.00,5,,145<br />
2004-8-3,24,21,19,19,19,18,100,84,73,1022,1020,1019,10,9,6,19,8,,0.00,4,,147<br />
2004-8-4,26,23,20,19,18,17,88,76,61,1026,1024,1022,10,10,10,27,10,,0.00,2,,100<br />
2004-8-5,25,22,19,19,17,16,83,75,57,1026,1024,1022,10,10,10,19,11,,0.00,2,,67<br />
2004-8-6,25,22,19,19,18,16,94,79,61,1025,1023,1020,10,10,9,19,10,,0.00,1,,67<br />
2004-8-7,27,23,19,18,17,13,94,74,42,1022,1021,1019,10,8,4,23,11,,0.00,2,,15<br />
2004-8-8,21,19,17,18,16,13,94,83,73,1027,1023,1021,10,6,2,27,13,,0.00,7,Rain,232<br />
2004-8-9,21,18,15,15,13,12,94,74,60,1028,1027,1025,10,8,4,16,11,,0.00,5,Rain,265<br />
2004-8-10,22,19,16,15,13,10,82,68,49,1029,1027,1025,10,9,1,19,10,,0.00,4,,138<br />
2004-8-11,22,19,16,14,13,12,82,68,53,1026,1024,1022,10,10,10,24,10,,0.00,1,,35<br />
2004-8-12,22,19,17,15,14,11,88,71,50,1028,1026,1024,10,10,8,26,13,,0.00,4,Rain,266<br />
2004-8-13,22,19,16,16,15,14,94,80,60,1030,1028,1026,10,9,6,21,10,,0.00,3,,56<br />
2004-8-14,22,19,17,17,16,14,88,78,68,1030,1027,1025,10,9,5,19,10,,0.00,3,Rain,72<br />
2004-8-15,22,19,17,19,17,15,94,81,73,1027,1026,1024,10,9,5,37,11,,0.00,4,Rain,143<br />
2004-8-16,23,20,17,17,17,16,94,82,65,1025,1023,1021,10,8,3,26,10,,0.00,2,,77<br />
2004-8-17,24,21,18,18,17,16,94,82,65,1022,1020,1018,6,4,1,21,10,,0.00,5,Fog,132<br />
2004-8-18,25,21,18,19,18,17,100,84,65,1021,1019,1017,7,3,0,19,10,,0.00,4,Fog,25<br />
2004-8-19,25,22,19,20,18,17,94,80,61,1021,1019,1018,10,8,7,23,10,,0.00,0,,98<br />
2004-8-20,25,22,20,20,18,17,100,83,61,1020,1018,1016,9,3,1,21,10,,0.00,5,Fog,96<br />
2004-8-21,29,24,20,20,19,18,88,74,54,1017,1015,1013,,,,19,10,,0.00,,,341<br />
2004-8-22,28,24,22,20,19,18,88,71,58,1017,1016,1014,10,10,10,27,13,,0.00,3,,228<br />
2004-8-23,27,24,22,21,20,19,94,82,61,1017,1015,1012,9,6,4,26,10,,0.00,5,,176<br />
2004-8-24,23,21,19,20,19,17,94,88,78,1019,1018,1015,9,6,2,19,13,,0.00,8,Rain,193<br />
2004-8-25,24,21,19,21,18,17,94,82,73,1018,1016,1013,10,7,4,16,8,,0.00,5,,147<br />
2004-8-26,26,23,21,21,20,19,94,85,69,1018,1016,1013,8,5,1,23,13,,0.00,4,,255<br />
2004-8-27,25,23,22,21,21,20,94,86,78,1017,1016,1014,8,5,2,16,10,,0.00,7,Rain,145<br />
2004-8-28,30,26,21,21,21,20,94,84,55,1015,1011,1007,7,5,4,37,10,,0.00,6,Rain,250<br />
2004-8-29,25,23,20,20,17,15,94,72,54,1017,1015,1012,10,7,4,24,11,,0.00,5,,209<br />
2004-8-30,27,23,19,20,16,12,88,69,50,1018,1016,1014,10,9,8,16,8,,0.00,1,,73<br />
2004-8-31,25,22,19,18,17,13,83,71,57,1022,1020,1017,10,9,6,26,10,,0.00,1,,131<br />
2004-9-1,24,21,19,19,18,17,88,79,65,1023,1021,1020,10,10,10,26,10,,0.00,1,,121<br />
2004-9-2,32,26,19,21,18,16,88,69,38,1021,1018,1015,10,10,10,14,10,,0.00,1,,71<br />
2004-9-3,26,23,22,21,19,17,88,76,57,1021,1018,1016,8,6,5,27,11,,0.00,6,Rain-Thunderstorm,191<br />
2004-9-4,24,22,21,20,18,17,88,79,69,1021,1020,1019,10,7,4,19,11,,0.00,6,Rain,185<br />
2004-9-5,25,22,20,19,18,17,88,76,65,1019,1017,1015,10,9,8,21,10,,0.00,4,,119<br />
2004-9-6,26,22,19,19,17,16,83,72,57,1017,1015,1013,10,10,10,21,10,,0.00,1,,92<br />
2004-9-7,27,23,19,19,17,16,83,69,51,1015,1014,1012,,,,19,8,,0.00,,,49<br />
2004-9-8,28,24,21,20,18,16,83,68,51,1015,1014,1012,,,,14,10,,0.00,,,1<br />
2004-9-9,29,24,20,20,18,16,88,67,45,1015,1014,1012,,,,16,10,,0.00,,,321<br />
2004-9-10,25,23,21,20,19,18,94,81,69,1017,1016,1014,10,7,5,34,11,,0.00,5,,173<br />
2004-9-11,25,22,20,19,17,16,88,73,61,1021,1017,1015,10,8,6,23,11,,0.00,7,,175<br />
2004-9-12,25,23,21,19,18,18,88,81,65,1025,1022,1020,10,8,4,47,14,,0.00,7,Rain,125<br />
2004-9-13,26,23,21,19,18,17,83,75,57,1025,1022,1014,10,10,10,27,18,,0.00,4,,131<br />
2004-9-14,30,25,20,19,18,15,88,68,43,1021,1017,1014,,,,21,8,,0.00,,,105<br />
2004-9-15,27,24,22,19,17,13,78,67,53,1017,1014,1013,10,10,10,32,11,,0.00,4,,158<br />
2004-9-16,24,22,20,18,15,9,78,64,41,1021,1017,1015,10,10,9,19,10,,0.00,5,,164<br />
2004-9-17,23,21,20,19,18,17,94,82,69,1022,1020,1019,10,8,5,19,11,,0.00,8,Rain,135<br />
2004-9-18,24,22,20,21,19,17,94,85,78,1022,1019,1016,10,7,4,14,8,,0.00,7,Rain,213<br />
